"YEAR","DATA_VALUE","CATEGORY","INDICATOR_NAME","INDICATOR_TYPE"
2004,22053.0980380203,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2005,24617.3004846607,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2006,23896.0836688437,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2007,17522.2230694251,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2008,16752.7981152051,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2009,14193.1950163523,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2010,15704.7279688004,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2011,18406.4235808974,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2012,20052.7309936391,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2013,19044.3522230296,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2014,16729.3430495037,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2015,16473.0493516386,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2016,18546.8191050521,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2017,18437.9678441726,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2018,20178.0524750127,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2019,27971.4866393697,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2020,25110.2614580842,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2021,28162.3393914699,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2022,26453.3642881747,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2023,25949.7766467747,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2024,30267.7398116571,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
2025,33873.4897959184,"Commercial","AVGVESREVperYr_WITCHFLOUNDER_2025_DOLlb","Socioeconomic"
1996,4604769,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
1997,3916269,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
1998,4076874,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
1999,4684484,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2000,5407864,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2001,6688407,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2002,7032713,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2003,6959764,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2004,6456073,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2005,5884247,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2006,4144352,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2007,2371833,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2008,2225009,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2009,2104679,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2010,1674062,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2011,1918724,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2012,2288529,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2013,1513219,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2014,1254719,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2015,1084541,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2016,875447,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2017,982605,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2018,1319910,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2019,1763144,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2020,1901084,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2021,1787609,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2022,1683362,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2023,2043256,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2024,2307077,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
2025,2294017,"Commercial","Commercial_WITCHFLOUNDER_Landings_LBS","Socioeconomic"
1996,815,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
1997,805,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
1998,740,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
1999,736,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2000,750,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2001,726,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2002,703,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2003,708,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2004,658,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2005,570,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2006,523,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2007,485,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2008,456,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2009,416,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2010,346,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2011,303,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2012,293,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2013,267,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2014,250,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2015,223,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2016,190,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2017,173,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2018,156,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2019,137,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2020,150,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2021,130,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2022,117,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2023,111,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2024,111,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
2025,98,"Commercial","N_Commercial_Vessels_Landing_WITCHFLOUNDER","Socioeconomic"
1996,14667356.7826878,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
1997,12240338.9952839,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
1998,11995236.2593311,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
1999,11999025.5856526,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2000,12500103.9830716,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2001,13713037.2289403,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2002,14634916.7200916,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2003,15739282.7384026,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2004,14510938.5090173,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2005,14031861.2762566,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2006,12497651.7588053,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2007,8498278.18867116,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2008,7639275.94053354,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2009,5904369.12680255,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2010,5433835.87720492,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2011,5577146.34501192,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2012,5875450.18113625,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2013,5084842.04354891,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2014,4182335.76237593,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2015,3673490.0054154,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2016,3523895.62995989,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2017,3189768.43704185,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2018,3147776.18610199,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2019,3832093.66959365,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2020,3766539.21871263,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2021,3661104.12089109,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2022,3095043.62171644,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2023,2880425.207792,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2024,3359719.11909394,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
2025,3319602,"Commercial","TOTALANNUALREV_WITCHFLOUNDER_2025Dols","Socioeconomic"
