"YEAR","DATA_VALUE","CATEGORY","INDICATOR_NAME","INDICATOR_TYPE"
2003,11865.833639742,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2004,14063.3081134227,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2005,21537.0032095573,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2006,23048.4097818552,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2007,27350.0475916885,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2008,40089.5253470313,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2009,36797.6136495457,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2010,36753.1910907271,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2011,49525.1489892652,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2012,61218.8721639787,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2013,59009.3646619991,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2014,70939.4649494849,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2015,48537.9883729353,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2016,43681.7053652376,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2017,37145.247137662,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2018,37020.3283073826,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2019,41808.6843494226,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2020,49959.9389262225,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2021,85561.6238947424,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2022,79502.6831487476,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2023,71001.5733100835,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2024,48613.3401127075,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
2025,55255.1359223301,"Commercial","AVGVESREVperYr_ATLANTICPOLLOCK_2025_DOLlb","Socioeconomic"
1996,5754826,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
1997,8285807,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
1998,10824341,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
1999,8934973,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2000,7856227,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2001,8003510,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2002,6952001,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2003,9355597,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2004,9899698,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2005,12720793,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2006,12085697,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2007,16492155,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2008,19577189,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2009,14556101,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2010,10034583,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2011,14006698,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2012,13136094,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2013,9859905,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2014,8866981,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2015,5943403,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2016,5037987,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2017,6340554,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2018,5998429,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2019,6177310,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2020,6876726,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2021,6529392,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2022,6444721,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2023,6633699,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2024,5395768,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
2025,4652232,"Commercial","Commercial_ATLANTICPOLLOCK_Landings_LBS","Socioeconomic"
1996,670,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
1997,704,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
1998,751,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
1999,758,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2000,752,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2001,859,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2002,786,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2003,765,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2004,653,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2005,575,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2006,508,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2007,466,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2008,413,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2009,397,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2010,373,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2011,350,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2012,298,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2013,262,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2014,203,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2015,206,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2016,188,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2017,213,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2018,180,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2019,173,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2020,159,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2021,134,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2022,120,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2023,128,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2024,125,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
2025,103,"Commercial","N_Commercial_Vessels_Landing_ATLANTICPOLLOCK","Socioeconomic"
1996,8623467.31402582,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
1997,10021131.7559168,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
1998,14899885.1240391,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
1999,15384336.7279874,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2000,12483208.0989439,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2001,10802942.4988569,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2002,10606133.5957306,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2003,9077362.7344026,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2004,9183340.19806501,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2005,12383776.8454955,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2006,11708592.1691825,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2007,12745122.1777268,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2008,16556973.9683239,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2009,14608652.6188696,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2010,13708940.2768412,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2011,17333802.1462428,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2012,18243223.9048656,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2013,15460453.5414438,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2014,14400711.3847454,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2015,9950287.61645173,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2016,8212160.60866467,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2017,7911937.64032202,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2018,6663659.09532888,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2019,7232902.39245011,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2020,7943630.28926938,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2021,11465257.6018955,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2022,9540321.97784971,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2023,9017199.81038061,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2024,6076667.51408844,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
2025,5691279,"Commercial","TOTALANNUALREV_ATLANTICPOLLOCK_2025Dols","Socioeconomic"
