"YEAR","DATA_VALUE","CATEGORY","INDICATOR_NAME","INDICATOR_TYPE"
2020,1.75554095470575,"Commercial","AVGPRICE_HADDOCK_2025_DOLlb","Socioeconomic"
2021,1.99454750844146,"Commercial","AVGPRICE_HADDOCK_2025_DOLlb","Socioeconomic"
2022,2.18108189243467,"Commercial","AVGPRICE_HADDOCK_2025_DOLlb","Socioeconomic"
2023,1.66273246826015,"Commercial","AVGPRICE_HADDOCK_2025_DOLlb","Socioeconomic"
2024,1.79401212754881,"Commercial","AVGPRICE_HADDOCK_2025_DOLlb","Socioeconomic"
2025,2.30531189355105,"Commercial","AVGPRICE_HADDOCK_2025_DOLlb","Socioeconomic"
1996,5389.86910792586,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
1997,12206.5951008451,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
1998,24664.6480139891,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
1999,28730.8336885785,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2000,32922.0022499984,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2001,39310.9111505903,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2002,46031.8858539873,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2003,41323.8083067876,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2004,47523.9123430159,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2005,52886.1063125113,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2006,34147.843250811,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2007,38756.0326623795,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2008,55868.707529242,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2009,48990.0458235718,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2010,89775.6286489017,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2011,76957.4936006325,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2012,39261.3192010105,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2013,35982.5235738671,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2014,70218.0143672796,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2015,84538.3909138952,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2016,84521.4692768942,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2017,65859.0401250832,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2018,64588.0516809873,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2019,106072.702409973,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2020,141752.834635842,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2021,156288.67758787,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2022,146984.62122496,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2023,107786.053170733,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2024,79126.8328286903,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
2025,92129.2920353982,"Commercial","AVGVESREVperYr_HADDOCK_2025_DOLlb","Socioeconomic"
1996,1115620,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
1997,2908765,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
1998,5497966,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
1999,6086281,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2000,7745913,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2001,11366798,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2002,14625002,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2003,13149161,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2004,16003317,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2005,14663469,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2006,6347715,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2007,7025219,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2008,12398191,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2009,11285631,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2010,18997638,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2011,11048935,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2012,3843527,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2013,3628628,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2014,8815990,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2015,10469390,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2016,9717155,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2017,10606671,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2018,12682917,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2019,16808193,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2020,19585225,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2021,14116861,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2022,9662691,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2023,9256372,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2024,6346231,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
2025,5012043,"Commercial","Commercial_HADDOCK_Landings_LBS","Socioeconomic"
1996,530,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
1997,548,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
1998,589,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
1999,576,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2000,624,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2001,646,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2002,709,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2003,689,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2004,636,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2005,573,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2006,515,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2007,474,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2008,433,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2009,406,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2010,352,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2011,300,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2012,270,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2013,225,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2014,220,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2015,198,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2016,207,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2017,235,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2018,261,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2019,221,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2020,193,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2021,149,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2022,134,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2023,129,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2024,125,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
2025,113,"Commercial","N_Commercial_Vessels_Landing_HADDOCK","Socioeconomic"
1996,2856630.6272007,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
1997,6689214.11526314,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
1998,14527477.6802396,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
1999,16548960.2046212,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2000,20543329.403999,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2001,25394848.6032813,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2002,32636607.070477,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2003,28472103.9233766,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2004,30225208.2501581,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2005,30250852.8107565,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2006,17586139.2741676,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2007,18370359.4819679,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2008,24191150.3601618,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2009,19889958.6043702,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2010,31241918.7698178,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2011,23010290.5865891,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2012,10482772.2266698,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2013,8024102.75697236,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2014,15167091.1033324,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2015,16569524.6191235,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2016,17242379.7324864,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2017,15411015.3892695,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2018,16857481.4887377,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2019,23442067.232604,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2020,27358297.0847175,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2021,23287012.9605926,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2022,19548954.6229197,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2023,13796614.8058538,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2024,9890854.10358629,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
2025,10410610,"Commercial","TOTALANNUALREV_HADDOCK_2025Dols","Socioeconomic"
