"YEAR","DATA_VALUE","CATEGORY","INDICATOR_NAME","INDICATOR_TYPE"
2007,37889.6744649212,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2008,34662.4806577141,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2009,33204.6536280229,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2010,50164.6339213927,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2011,48461.3289550151,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2012,42379.705872983,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2013,36014.0229184753,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2014,46466.6923366966,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2015,43999.2372153845,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2016,46401.912920325,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2017,35746.6636022878,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2018,38747.7659239976,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2019,35990.2274116575,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2020,43650.627463786,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2021,43284.7479524747,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2022,48742.7054455803,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2023,34301.1287676025,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2024,35279.6165581892,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
2025,34550.4473684211,"Commercial","AVGVESREVperYr_SILVERHAKE_2025_DOLlb","Socioeconomic"
1996,35672675,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
1997,34314685,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
1998,32890722,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
1999,32462923,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2000,27733659,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2001,28732116,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2002,17746194,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2003,19264967,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2004,17770084,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2005,15843779,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2006,12105560,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2007,14564088,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2008,13098378,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2009,16250497,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2010,17676643,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2011,17031901,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2012,15840830,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2013,13738800,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2014,16104922,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2015,14152834,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2016,14046599,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2017,11805237,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2018,11386669,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2019,11540393,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2020,11181989,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2021,9622177,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2022,9857521,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2023,9634440,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2024,11690667,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
2025,10226108,"Commercial","Commercial_SILVERHAKE_Landings_LBS","Socioeconomic"
1996,631,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
1997,610,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
1998,610,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
1999,575,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2000,595,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2001,549,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2002,497,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2003,415,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2004,368,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2005,276,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2006,283,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2007,339,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2008,346,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2009,372,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2010,316,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2011,320,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2012,338,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2013,330,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2014,331,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2015,317,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2016,304,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2017,325,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2018,313,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2019,299,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2020,274,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2021,264,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2022,252,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2023,245,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2024,233,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
2025,228,"Commercial","N_Commercial_Vessels_Landing_SILVERHAKE","Socioeconomic"
1996,25673115.9525968,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
1997,27986414.854176,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
1998,24496636.6525993,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
1999,27058967.2106544,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2000,21063427.9438653,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2001,23104654.6291286,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2002,12841927.3623699,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2003,15861938.1903766,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2004,16335084.6713292,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2005,13999670.4035757,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2006,11109597.5690207,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2007,12844599.6436083,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2008,11993218.3075691,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2009,12352131.1496245,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2010,15852024.3191601,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2011,15507625.2656048,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2012,14324340.5850683,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2013,11884627.5630969,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2014,15334008.4711099,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2015,13947758.1972769,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2016,14013377.7019382,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2017,11617665.6707435,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2018,12128050.7342112,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2019,10761077.9960856,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2020,11960271.9250774,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2021,11427173.4594533,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2022,12234419.0668407,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2023,8403776.54806262,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2024,8184871.0414999,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
2025,7877502,"Commercial","TOTALANNUALREV_SILVERHAKE_2025Dols","Socioeconomic"
